Brand	Name	Dim	Weight	Bat	Blue	CPU	Cam	Cores	Dis	GPU	Memory card	OS	Pos	RAM	SIM	SoC	Storage	USB	Wi-Fi	Average price
T3	7.0	179 x 103.68 x 8.6 mm	250 g	3100 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1300 MHz, Cores: 4	1600 x 1200 pixels, 1280 x 720 pixels, 30 fps	No info	7 in, IPS, 1024 x 600 pixels, 24 bit	ARM Mali-450 MP4, 600 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS	1 GB, 2 GB, 666 MHz	No info	MediaTek MT8127	8 GB, 16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	137.57
8.0	Wi-Fi	211.07 x 124.65 x 7.95 mm	350 g	4800 mAh, Li-Polymer	4.1	ARM Cortex-A53, 1400 MHz, Cores: 4	2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps	No info	8 in, IPS, 1280 x 800 pixels, 24 bit	Qualcomm Adreno 308, 500 MHz	microSD, microSDHC, microSDXC	Android 7.0 Nougat	No info	2 GB, 3 GB, 667 MHz	No info	Qualcomm Snapdragon 425 MSM8917	16 GB, 32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	112.56
7	Plus	76.4 x 153.6 x 8.35 mm	165 g	4000 mAh, Li-Polymer	4.1	4x 1.4 GHz ARM Cortex-A53, 4x 1.1 GHz ARM Cortex-A53, Cores: 8	4032 x 3024 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, IPS, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 505	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS	3 GB, 4 GB, 800 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 435 MSM8940	32 GB, 64 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	150.96
8	Pro	77.5 x 157 x 6.97 mm	184 g	4000 mAh, Li-Polymer	4.2	4x 2.36 GHz ARM Cortex-A73, 4x 1.84 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 3840 x 2160 pixels, 30 fps	No info	5.7 in, IPS, 1440 x 2560 pixels, 24 bit	ARM Mali-G71 MP8, 1037 MHz, Cores: 8	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	6 GB, 1866 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 960	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	584.90
nova	Youth	72 x 146.5 x 7.2 mm	146 g	3000 mAh, Li-Polymer	4.2	4x 2.1 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 3840 x 2160 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T830 MP2, 900 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS	4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 658	64 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	262.26
P10	Lite	72 x 146.5 x 7.2 mm	146 g	3000 mAh, Li-Polymer	4.2	4x 2.1 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T830 MP2, 900 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS	4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 658	32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	124.28
P10	Plus	74.2 x 153.5 x 6.98 mm	165 g	3750 mAh, Li-Polymer	4.2	4x 2.36 GHz ARM Cortex-A73, 4x 1.84 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 3840 x 2160 pixels, 30 fps	No info	5.5 in, JDI IPS, 1440 x 2560 pixels, 24 bit	ARM Mali-G71 MP8, 1037 MHz, Cores: 8	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou, Galileo	4 GB, 6 GB, 1866 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 960	64 GB, 128 GB	3.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	654.94
Huawei	P10	69.3 x 145.3 x 6.98 mm	145 g	3200 mAh, Li-Polymer	4.2	4x 2.36 GHz ARM Cortex-A73, 4x 1.84 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 3840 x 2160 pixels, 30 fps	No info	5.1 in, JDI IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-G71 MP8, 1037 MHz, Cores: 8	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou, Galileo	4 GB, 1866 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 960	32 GB, 64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	616.93
nova	Lite	72.94 x 147.2 x 7.6 mm	147 g	3000 mAh, Li-Polymer	4.1	4x 2.1 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T830 MP2, 900 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	3 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 655	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	211.73
Honor	V9	77.5 x 157 x 6.97 mm	184 g	4000 mAh, Li-Polymer	4.2	4x 2.36 GHz ARM Cortex-A73, 4x 1.84 GHz ARM Cortex-A53, Cores: 8	4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps	No info	5.7 in, IPS, 1440 x 2560 pixels, 24 bit	ARM Mali-G71 MP8, 1037 MHz, Cores: 8	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	4 GB, 6 GB, 1866 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 960	64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	308.87
T3	8.0	211.07 x 124.65 x 7.95 mm	350 g	4800 mAh, Li-Polymer	4.1	ARM Cortex-A53, 1400 MHz, Cores: 4	2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps	No info	8 in, IPS, 1280 x 800 pixels, 24 bit	Qualcomm Adreno 308, 500 MHz	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	2 GB, 3 GB, 667 MHz	Micro-SIM	Qualcomm Snapdragon 425 MSM8917	16 GB, 32 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	148.17
8	Lite	72.94 x 147.2 x 7.6 mm	147 g	3000 mAh, Li-Polymer	4.1	4x 2.1 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T830 MP2, 900 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	3 GB, 4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 655	16 GB, 32 GB, 64 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	249.77
Lite	2017	72.94 x 147.2 x 7.6 mm	147 g	3000 mAh, Li-Polymer	4.1	4x 2.1 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T830 MP2, 900 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	3 GB, 4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 655	16 GB, 32 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	90.83
Enjoy	6S	69.9 x 143.5 x 7.6 mm	138 g	3020 mAh, Li-Polymer	4.1	4x 1.4 GHz ARM Cortex-A53, 4x 1.1 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5 in, IPS, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 505	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS	3 GB, 800 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 435 MSM8940	32 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	123.52
Honor	Magic	69.9 x 146.1 x 7.8 mm	145 g	2900 mAh, Li-Polymer	4.2	4x 2.3 GHz ARM Cortex-A72, 4x 1.8 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.09 in, AMOLED, 1440 x 2560 pixels, 24 bit	ARM Mali-T880 MP4, 900 MHz, Cores: 4	No info	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	4 GB, 1333 MHz	Nano-SIM	Huawei HiSilicon KIRIN 950	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	617.26
9	Pro	75 x 152 x 7.5 mm	169 g	4000 mAh, Li-Polymer	4.2	4x 2.36 GHz ARM Cortex-A73, 4x 1.84 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 3840 x 2160 pixels, 30 fps	No info	5.5 in, AMOLED, 1440 x 2560 pixels, 24 bit	ARM Mali-G71 MP8, 1037 MHz, Cores: 8	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	4 GB, 6 GB, 1866 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 960	64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	633.85
Mate	9	78.9 x 156.9 x 7.9 mm	190 g	4000 mAh, Li-Polymer	4.2	4x 2.36 GHz ARM Cortex-A73, 4x 1.84 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 3840 x 2160 pixels, 30 fps	No info	5.9 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-G71 MP8, 1037 MHz, Cores: 8	microSD, microSDHC, microSDXC	Android 7.0 Nougat	GPS, A-GPS, GLONASS, BeiDou	4 GB, 1866 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 960	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	575.95
Enjoy	6	70.4 x 143.2 x 7.9 mm	145 g	4100 mAh, Li-Polymer	4.0	4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5 in, AMOLED, 720 x 1280 pixels, 24 bit	ARM Mali-T860 MP2, 520 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS	3 GB, 667 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek MT6750	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	128.36
2	JDN-AL00	209.3 x 123 x 8.1 mm	340 g	4800 mAh, Li-Polymer	4.1	4x 1.5 GHz ARM Cortex-A53, 4x 1.2 GHz ARM Cortex-A53, Cores: 8	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	8 in, IPS, 1920 x 1200 pixels, 24 bit	Qualcomm Adreno 405	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	3 GB, 800 MHz	Micro-SIM	Qualcomm Snapdragon 616 MSM8939v2	32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	205.56
Ascend	XT	83.8 x 163.8 x 8.9 mm	No info	3000 mAh, Li-Ion	4.0	4x 1.5 GHz ARM Cortex-A53, 4x 1.2 GHz ARM Cortex-A53, Cores: 8	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	6 in, IPS, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 405	microSD, microSDHC, microSDXC	Android 6.0.1 Marshmallow	GPS, A-GPS	2 GB, 800 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 616 MSM8939v2	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	153.31
2	Wi-FI	209.3 x 123 x 8.1 mm	340 g	4800 mAh, Li-Polymer	4.1	4x 1.5 GHz ARM Cortex-A53, 4x 1.2 GHz ARM Cortex-A53, Cores: 8	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	8 in, IPS, 1920 x 1200 pixels, 24 bit	Qualcomm Adreno 405	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	3 GB, 800 MHz	No info	Qualcomm Snapdragon 616 MSM8939v2	16 GB, 32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	174.77
Honor	6X	76.2 x 150.9 x 8.2 mm	162 g	3340 mAh, Li-Polymer	4.1	4x 2.1 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T830 MP2, 900 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	3 GB, 4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon Kirin 655	32 GB, 64 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	219.32
nova	CAZ-AL10	69.1 x 141.2 x 7.1 mm	146 g	3020 mAh, Li-Polymer	4.1	ARM Cortex-A53, 2000 MHz, Cores: 8	4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps	No info	5 in, IPS, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 506	microSD, microSDHC, microSDXC	Android 6.0.1 Marshmallow	GPS, A-GPS, GLONASS	4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 625 MSM8953	64 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	322.37
MediaPad	M3	215.5 x 124.2 x 7.3 mm	310 g	5100 mAh, Li-Polymer	4.1	4x 2.3 GHz ARM Cortex-A72, 4x 1.8 GHz ARM Cortex-A53, Cores: 8	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	8.4 in, IPS, 2560 x 1600 pixels, 24 bit	ARM Mali-T880 MP4, 900 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0.1 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	4 GB, 1333 MHz	Nano-SIM	Huawei HiSilicon KIRIN 950	32 GB, 64 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band	319.06
nova	Plus	75.7 x 151.8 x 7.3 mm	160 g	3340 mAh, Li-Polymer	4.1	ARM Cortex-A53, 2000 MHz, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	5.5 in, IPS, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 506	microSD, microSDHC, microSDXC	Android 6.0.1 Marshmallow	GPS, A-GPS, GLONASS	3 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 625 MSM8953	32 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	447.21
Huawei	nova	69.1 x 141.2 x 7.1 mm	146 g	3020 mAh, Li-Polymer	4.1	ARM Cortex-A53, 2000 MHz, Cores: 8	4032 x 3016 pixels, 3840 x 2160 pixels, 30 fps	No info	5 in, IPS, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 506	microSD, microSDHC, microSDXC	Android 6.0.1 Marshmallow	GPS, A-GPS, GLONASS	3 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 625 MSM8953	32 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	394.75
Y6II	Compact	72.5 x 144.2 x 8.95 mm	140 g	2200 mAh, Li-Polymer	4.0	ARM Cortex-A53, 1300 MHz, Cores: 4	4160 x 3120 pixels, 1280 x 720 pixels, 30 fps	No info	5 in, IPS, 720 x 1280 pixels, 24 bit	ARM Mali-T720 MP1, 600 MHz, Cores: 1	microSD, microSDHC, microSDXC	Android 5.1 Lollipop	GPS, A-GPS, GLONASS	2 GB, 640 MHz	Micro-SIM	MediaTek MT6735	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	128.36
G9	Plus	75.7 x 151.8 x 7.3 mm	160 g	3340 mAh, Li-Polymer	4.1	ARM Cortex-A53, 2000 MHz, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	5.5 in, IPS, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 506	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	3 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 625 MSM8953	32 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot	158.31
T2	7.0	191.8 x 107 x 8.5 mm	278 g	4100 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1500 MHz, Cores: 4	1600 x 1200 pixels	No info	7 in, IPS, 1024 x 600 pixels, 24 bit	ARM Mali-400 MP2, Cores: 2	No info	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	1 GB, 2 GB	Micro-SIM	Spreadtrum SC9830A	8 GB, 16 GB	2.0, Micro USB	b, g, n	129.74
Honor	5	72 x 143 x 8.9 mm	138 g	2200 mAh, Li-Ion	4.0	ARM Cortex-A53, 1300 MHz, Cores: 4	3264 x 2448 pixels, 1280 x 720 pixels, 30 fps	No info	5 in, IPS, 720 x 1280 pixels, 24 bit	ARM Mali-T720 MP1, 400 MHz, Cores: 1	microSD, microSDHC, microSDXC	Android 5.1 Lollipop	GPS, A-GPS, GLONASS	2 GB, 533 MHz	Micro-SIM	MediaTek MT6735P	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	228.97
Note	8	90.9 x 178.8 x 7.18 mm	219 g	4500 mAh, Li-Polymer	4.2	4x 2.5 GHz ARM Cortex-A72, 4x 1.8 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	6.6 in, Super AMOLED, 1440 x 2560 pixels, 24 bit	ARM Mali-T880 MP4, 900 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	4 GB	Micro-SIM, Nano-SIM / microSD	Huawei Hisilicon Kirin 955	32 GB, 64 GB, 128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	378.66
Maimang	5	75.7 x 151.8 x 7.3 mm	160 g	3340 mAh, Li-Polymer	4.1	ARM Cortex-A53, 2000 MHz, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	5.5 in, IPS, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 506	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	2 GB, 4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 625 MSM8953	16 GB, 64 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot	256.78
Honor	8	71 x 145.5 x 7.45 mm	153 g	3000 mAh, Li-Polymer	4.2	4x 2.3 GHz ARM Cortex-A72, 4x 1.8 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T880 MP4, 900 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS	3 GB, 4 GB, 1333 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 950	32 GB, 64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	291.76
Huawei	Y6ii	77 x 154.3 x 8.45 mm	168 g	3000 mAh, Li-Polymer	4.1	ARM Cortex-A53, 1200 MHz, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, IPS, 720 x 1280 pixels, 24 bit	ARM Mali-450 MP4, 500 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS	2 GB	Micro-SIM	Huawei HiSilicon Kirin 620	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	173.08
5A	CAM-AL00	77.1 x 154.3 x 8.45 mm	168 g	3100 mAh, Li-Polymer	4.1	4x 1.5 GHz ARM Cortex-A53, 4x 1.2 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, IPS, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 405	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS	2 GB, 933 MHz	Micro-SIM	Qualcomm Snapdragon 617 MSM8952	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	129.33
Honor	5A	77.1 x 154.3 x 8.45 mm	168 g	3100 mAh, Li-Polymer	4.1	ARM Cortex-A53, 1200 MHz, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5.5 in, IPS, 720 x 1280 pixels, 24 bit	ARM Mali-450 MP4, 500 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS	2 GB	Micro-SIM	Huawei Hisilicon Kirin 620	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	116.68
Standard	Edition	77.6 x 157 x 7.75 mm	170 g	3500 mAh, Li-Polymer	4.2	4x 2.3 GHz ARM Cortex-A72, 4x 1.8 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.7 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T880 MP4, 900 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS	4 GB, 1333 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 950	32 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	260.03
Honor	V8	77.6 x 157 x 7.75 mm	170 g	3500 mAh, Li-Polymer	4.2	4x 2.5 GHz ARM Cortex-A72, 4x 1.8 GHz ARM Cortex-A53, Cores: 8	3968 x 2976 pixels, 1920 x 1080 pixels, 30 fps	No info	5.7 in, IPS, 1440 x 2560 pixels, 24 bit	ARM Mali-T880 MP4, 900 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS	4 GB	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 955	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	352.20
M2	7.0	187.4 x 105.8 x 8.2 mm	250 g	4360 mAh, Li-Polymer	4.0	4x 1.5 GHz ARM Cortex-A53, 4x 1.0 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1280 x 720 pixels, 30 fps	No info	7 in, IPS, 1920 x 1200 pixels, 24 bit	Qualcomm Adreno 405, 550 MHz	microSD, microSDHC, microSDXC	Android 5.1 Lollipop	GPS, A-GPS	3 GB, 800 MHz	Nano-SIM	Qualcomm Snapdragon 615 MSM8939	16 GB, 32 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	231.68
Lite	VNS-AL00	72.6 x 146.8 x 7.5 mm	143 g	3000 mAh, Li-Polymer	4.1	4x 1.5 GHz ARM Cortex-A53, 4x 1.2 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 405	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	3 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 617 MSM8952	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	134.48
Honor	5C	73.8 x 147.1 x 8.3 mm	156 g	3000 mAh, Li-Polymer	4.1	4x 2.0 GHz ARM Cortex-A53, 4x 1.7 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	ARM Mali-T830 MP2, 900 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	2 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Huawei HiSilicon KIRIN 650	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	152.64
Y3II	4G	66.7 x 134.18 x 9.9 mm	150 g	2100 mAh, Li-Polymer	4.0	ARM Cortex-A53, 1000 MHz, Cores: 4	2592 x 1944 pixels, 1280 x 720 pixels, 30 fps	No info	4.5 in, TFT, 480 x 854 pixels, 24 bit	ARM Mali-T720 MP1, 500 MHz, Cores: 1	microSD, microSDHC	Android 5.1 Lollipop	GPS, A-GPS	1 GB, 533 MHz	Micro-SIM	MediaTek MT6735M	8 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	89.85
